"completion_code","question_index","response","subscale"
"c1xhoekk",12,0,"credulity"
"c1xhoekk",13,0,"credulity"
"c1xhoekk",14,6,"trust"
"c1xhoekk",15,0,"mistrust"
"c1xhoekk",16,0,"credulity"
"ekwqrvsn",1,0,"trust"
"ekwqrvsn",2,4,"trust"
"ekwqrvsn",3,6,"mistrust"
"ekwqrvsn",4,6,"mistrust"
"ekwqrvsn",5,1,"credulity"
"ekwqrvsn",6,5,"credulity"
"ekwqrvsn",7,4,"trust"
"ekwqrvsn",8,3,"trust"
"ekwqrvsn",9,5,"mistrust"
"ekwqrvsn",10,3,"catch"
"ekwqrvsn",11,3,"mistrust"
"ekwqrvsn",12,2,"credulity"
"ekwqrvsn",13,1,"credulity"
"ekwqrvsn",14,1,"trust"
"ekwqrvsn",15,3,"mistrust"
"ekwqrvsn",16,5,"credulity"
"j0y1tne5",1,4,"trust"
"j0y1tne5",2,4,"trust"
"j0y1tne5",3,5,"mistrust"
"j0y1tne5",4,5,"mistrust"
"j0y1tne5",5,1,"credulity"
"j0y1tne5",6,5,"credulity"
"j0y1tne5",7,5,"trust"
"j0y1tne5",8,5,"trust"
"j0y1tne5",9,2,"mistrust"
"j0y1tne5",10,3,"catch"
"j0y1tne5",11,2,"mistrust"
"j0y1tne5",12,1,"credulity"
"j0y1tne5",13,1,"credulity"
"j0y1tne5",14,5,"trust"
"j0y1tne5",15,5,"mistrust"
"j0y1tne5",16,4,"credulity"
"kqatkrvg",1,4,"trust"
"kqatkrvg",2,5,"trust"
"kqatkrvg",3,6,"mistrust"
"kqatkrvg",4,4,"mistrust"
"kqatkrvg",5,4,"credulity"
"kqatkrvg",6,1,"credulity"
"kqatkrvg",7,3,"trust"
"kqatkrvg",8,4,"trust"
"kqatkrvg",9,5,"mistrust"
"kqatkrvg",10,3,"catch"
"kqatkrvg",11,1,"mistrust"
"kqatkrvg",12,2,"credulity"
"kqatkrvg",13,1,"credulity"
"kqatkrvg",14,4,"trust"
"kqatkrvg",15,1,"mistrust"
"kqatkrvg",16,3,"credulity"
"q0el8a0f",1,1,"trust"
"q0el8a0f",2,5,"trust"
"q0el8a0f",3,6,"mistrust"
"q0el8a0f",4,5,"mistrust"
"q0el8a0f",5,0,"credulity"
"q0el8a0f",6,0,"credulity"
"q0el8a0f",7,5,"trust"
"q0el8a0f",8,5,"trust"
"q0el8a0f",9,5,"mistrust"
"q0el8a0f",10,3,"catch"
"q0el8a0f",11,1,"mistrust"
"q0el8a0f",12,3,"credulity"
"q0el8a0f",13,1,"credulity"
"q0el8a0f",14,4,"trust"
"q0el8a0f",15,1,"mistrust"
"q0el8a0f",16,5,"credulity"
"w37sv06m",1,2,"trust"
"w37sv06m",2,1,"trust"
"w37sv06m",3,5,"mistrust"
"w37sv06m",4,6,"mistrust"
"w37sv06m",5,4,"credulity"
"w37sv06m",6,3,"credulity"
"w37sv06m",7,3,"trust"
"w37sv06m",8,5,"trust"
"w37sv06m",9,2,"mistrust"
"w37sv06m",10,3,"catch"
"w37sv06m",11,5,"mistrust"
"w37sv06m",12,4,"credulity"
"w37sv06m",13,2,"credulity"
"w37sv06m",14,1,"trust"
"w37sv06m",15,3,"mistrust"
"w37sv06m",16,3,"credulity"
"e0lvdrny",1,0,"trust"
"e0lvdrny",2,5,"trust"
"e0lvdrny",3,6,"mistrust"
"e0lvdrny",4,3,"mistrust"
"e0lvdrny",5,0,"credulity"
"e0lvdrny",6,0,"credulity"
"e0lvdrny",7,4,"trust"
"e0lvdrny",8,4,"trust"
"e0lvdrny",9,4,"mistrust"
"e0lvdrny",10,3,"catch"
"e0lvdrny",11,0,"mistrust"
"e0lvdrny",12,0,"credulity"
"e0lvdrny",13,0,"credulity"
"e0lvdrny",14,1,"trust"
"e0lvdrny",15,1,"mistrust"
"e0lvdrny",16,5,"credulity"
"k52e71hc",1,5,"trust"
"k52e71hc",2,6,"trust"
"k52e71hc",3,4,"mistrust"
"k52e71hc",4,4,"mistrust"
"k52e71hc",5,3,"credulity"
"k52e71hc",6,4,"credulity"
"k52e71hc",7,5,"trust"
"k52e71hc",8,5,"trust"
"k52e71hc",9,3,"mistrust"
"k52e71hc",10,3,"catch"
"k52e71hc",11,2,"mistrust"
"k52e71hc",12,2,"credulity"
"k52e71hc",13,1,"credulity"
"k52e71hc",14,4,"trust"
"k52e71hc",15,2,"mistrust"
"k52e71hc",16,1,"credulity"
"565sx8x5",1,1,"trust"
"565sx8x5",2,5,"trust"
"565sx8x5",3,6,"mistrust"
"565sx8x5",4,5,"mistrust"
"565sx8x5",5,0,"credulity"
"565sx8x5",6,0,"credulity"
"565sx8x5",7,4,"trust"
"565sx8x5",8,4,"trust"
"565sx8x5",9,6,"mistrust"
"565sx8x5",10,3,"catch"
"565sx8x5",11,5,"mistrust"
"565sx8x5",12,1,"credulity"
"565sx8x5",13,0,"credulity"
"565sx8x5",14,1,"trust"
"565sx8x5",15,4,"mistrust"
"565sx8x5",16,1,"credulity"
"wzvtvg06",1,6,"trust"
"wzvtvg06",2,4,"trust"
"wzvtvg06",3,2,"mistrust"
"wzvtvg06",4,0,"mistrust"
"wzvtvg06",5,1,"credulity"
"wzvtvg06",6,1,"credulity"
"wzvtvg06",7,5,"trust"
"wzvtvg06",8,6,"trust"
"wzvtvg06",9,2,"mistrust"
"wzvtvg06",10,3,"catch"
"wzvtvg06",11,2,"mistrust"
"wzvtvg06",12,1,"credulity"
"wzvtvg06",13,1,"credulity"
"wzvtvg06",14,6,"trust"
"wzvtvg06",15,0,"mistrust"
"wzvtvg06",16,1,"credulity"
"8onp4gvp",1,3,"trust"
"8onp4gvp",2,3,"trust"
"8onp4gvp",3,4,"mistrust"
"8onp4gvp",4,6,"mistrust"
"8onp4gvp",5,3,"credulity"
"8onp4gvp",6,1,"credulity"
"8onp4gvp",7,4,"trust"
"8onp4gvp",8,4,"trust"
"8onp4gvp",9,4,"mistrust"
"8onp4gvp",10,3,"catch"
"8onp4gvp",11,2,"mistrust"
"8onp4gvp",12,2,"credulity"
"8onp4gvp",13,1,"credulity"
"8onp4gvp",14,5,"trust"
"8onp4gvp",15,2,"mistrust"
"8onp4gvp",16,3,"credulity"
"3aw6ekb6",1,4,"trust"
"3aw6ekb6",2,5,"trust"
"3aw6ekb6",3,3,"mistrust"
"3aw6ekb6",4,1,"mistrust"
"3aw6ekb6",5,0,"credulity"
"3aw6ekb6",6,1,"credulity"
"3aw6ekb6",7,5,"trust"
"3aw6ekb6",8,5,"trust"
"3aw6ekb6",9,4,"mistrust"
"3aw6ekb6",10,3,"catch"
"3aw6ekb6",11,1,"mistrust"
"3aw6ekb6",12,2,"credulity"
"3aw6ekb6",13,1,"credulity"
"3aw6ekb6",14,4,"trust"
"3aw6ekb6",15,2,"mistrust"
"3aw6ekb6",16,2,"credulity"
"3v0oh9e0",1,4,"trust"
"3v0oh9e0",2,5,"trust"
"3v0oh9e0",3,5,"mistrust"
"3v0oh9e0",4,4,"mistrust"
"3v0oh9e0",5,0,"credulity"
"3v0oh9e0",6,0,"credulity"
"3v0oh9e0",7,5,"trust"
"3v0oh9e0",8,6,"trust"
"3v0oh9e0",9,4,"mistrust"
"3v0oh9e0",10,3,"catch"
"3v0oh9e0",11,6,"mistrust"
"3v0oh9e0",12,4,"credulity"
"3v0oh9e0",13,0,"credulity"
"3v0oh9e0",14,3,"trust"
"3v0oh9e0",15,3,"mistrust"
"3v0oh9e0",16,4,"credulity"
"m1qdo771",1,3,"trust"
"m1qdo771",2,5,"trust"
"m1qdo771",3,5,"mistrust"
"m1qdo771",4,1,"mistrust"
"m1qdo771",5,0,"credulity"
"m1qdo771",6,1,"credulity"
"m1qdo771",7,4,"trust"
"m1qdo771",8,5,"trust"
"m1qdo771",9,1,"mistrust"
"m1qdo771",10,3,"catch"
"m1qdo771",11,1,"mistrust"
"m1qdo771",12,2,"credulity"
"m1qdo771",13,0,"credulity"
"m1qdo771",14,3,"trust"
"m1qdo771",15,2,"mistrust"
"m1qdo771",16,2,"credulity"
"mckknsz5",1,2,"trust"
"mckknsz5",2,5,"trust"
"mckknsz5",3,6,"mistrust"
"mckknsz5",4,4,"mistrust"
"mckknsz5",5,0,"credulity"
"mckknsz5",6,0,"credulity"
"mckknsz5",7,5,"trust"
"mckknsz5",8,5,"trust"
"mckknsz5",9,5,"mistrust"
"mckknsz5",10,3,"catch"
"mckknsz5",11,4,"mistrust"
"mckknsz5",12,4,"credulity"
"mckknsz5",13,0,"credulity"
"mckknsz5",14,4,"trust"
"mckknsz5",15,2,"mistrust"
"mckknsz5",16,6,"credulity"
"p37t8jrk",1,4,"trust"
"p37t8jrk",2,4,"trust"
"p37t8jrk",3,4,"mistrust"
"p37t8jrk",4,4,"mistrust"
"p37t8jrk",5,1,"credulity"
"p37t8jrk",6,2,"credulity"
"p37t8jrk",7,4,"trust"
"p37t8jrk",8,4,"trust"
"p37t8jrk",9,4,"mistrust"
"p37t8jrk",10,3,"catch"
"p37t8jrk",11,1,"mistrust"
"p37t8jrk",12,4,"credulity"
"p37t8jrk",13,2,"credulity"
"p37t8jrk",14,4,"trust"
"p37t8jrk",15,4,"mistrust"
"p37t8jrk",16,5,"credulity"
"pwsx26uu",1,1,"trust"
"pwsx26uu",2,4,"trust"
"pwsx26uu",3,5,"mistrust"
"pwsx26uu",4,4,"mistrust"
"pwsx26uu",5,1,"credulity"
"pwsx26uu",6,0,"credulity"
"pwsx26uu",7,4,"trust"
"pwsx26uu",8,4,"trust"
"pwsx26uu",9,5,"mistrust"
"pwsx26uu",10,3,"catch"
"pwsx26uu",11,5,"mistrust"
"pwsx26uu",12,3,"credulity"
"pwsx26uu",13,1,"credulity"
"pwsx26uu",14,1,"trust"
"pwsx26uu",15,3,"mistrust"
"pwsx26uu",16,2,"credulity"
"sh9kmf84",1,4,"trust"
"sh9kmf84",2,6,"trust"
"sh9kmf84",3,2,"mistrust"
"sh9kmf84",4,0,"mistrust"
"sh9kmf84",5,0,"credulity"
"sh9kmf84",6,1,"credulity"
"sh9kmf84",7,6,"trust"
"sh9kmf84",8,6,"trust"
"sh9kmf84",9,0,"mistrust"
"sh9kmf84",10,3,"catch"
"sh9kmf84",11,0,"mistrust"
"sh9kmf84",12,0,"credulity"
"sh9kmf84",13,0,"credulity"
"sh9kmf84",14,5,"trust"
"sh9kmf84",15,1,"mistrust"
"sh9kmf84",16,0,"credulity"
"yfqdozza",1,4,"trust"
"yfqdozza",2,5,"trust"
"yfqdozza",3,2,"mistrust"
"yfqdozza",4,2,"mistrust"
"yfqdozza",5,2,"credulity"
"yfqdozza",6,1,"credulity"
"yfqdozza",7,4,"trust"
"yfqdozza",8,4,"trust"
"yfqdozza",9,2,"mistrust"
"yfqdozza",10,3,"catch"
"yfqdozza",11,4,"mistrust"
"yfqdozza",12,2,"credulity"
"yfqdozza",13,2,"credulity"
"yfqdozza",14,4,"trust"
"yfqdozza",15,1,"mistrust"
"yfqdozza",16,2,"credulity"
"yhw67vny",1,4,"trust"
"yhw67vny",2,5,"trust"
"yhw67vny",3,4,"mistrust"
"yhw67vny",4,3,"mistrust"
"yhw67vny",5,0,"credulity"
"yhw67vny",6,0,"credulity"
"yhw67vny",7,0,"trust"
"yhw67vny",8,4,"trust"
"yhw67vny",9,4,"mistrust"
"yhw67vny",10,3,"catch"
"yhw67vny",11,3,"mistrust"
"yhw67vny",12,1,"credulity"
"yhw67vny",13,0,"credulity"
"yhw67vny",14,5,"trust"
"yhw67vny",15,0,"mistrust"
"yhw67vny",16,4,"credulity"
"zbusl0q2",1,6,"trust"
"zbusl0q2",2,5,"trust"
"zbusl0q2",3,0,"mistrust"
"zbusl0q2",4,0,"mistrust"
"zbusl0q2",5,0,"credulity"
"zbusl0q2",6,1,"credulity"
"zbusl0q2",7,6,"trust"
"zbusl0q2",8,6,"trust"
"zbusl0q2",9,0,"mistrust"
"zbusl0q2",10,3,"catch"
"zbusl0q2",11,1,"mistrust"
"zbusl0q2",12,0,"credulity"
"zbusl0q2",13,0,"credulity"
"zbusl0q2",14,6,"trust"
"zbusl0q2",15,0,"mistrust"
"zbusl0q2",16,0,"credulity"
"4npept6m",1,5,"trust"
"4npept6m",2,6,"trust"
"4npept6m",3,4,"mistrust"
"4npept6m",4,4,"mistrust"
"4npept6m",5,4,"credulity"
"4npept6m",6,4,"credulity"
"4npept6m",7,5,"trust"
"4npept6m",8,6,"trust"
"4npept6m",9,3,"mistrust"
"4npept6m",10,3,"catch"
"4npept6m",11,4,"mistrust"
"4npept6m",12,4,"credulity"
"4npept6m",13,3,"credulity"
"4npept6m",14,5,"trust"
"4npept6m",15,3,"mistrust"
"4npept6m",16,4,"credulity"
"5quhaxf6",1,1,"trust"
"5quhaxf6",2,5,"trust"
"5quhaxf6",3,6,"mistrust"
"5quhaxf6",4,6,"mistrust"
"5quhaxf6",5,0,"credulity"
"5quhaxf6",6,0,"credulity"
"5quhaxf6",7,3,"trust"
"5quhaxf6",8,2,"trust"
"5quhaxf6",9,6,"mistrust"
"5quhaxf6",10,3,"catch"
"5quhaxf6",11,6,"mistrust"
"5quhaxf6",12,4,"credulity"
"5quhaxf6",13,1,"credulity"
"5quhaxf6",14,4,"trust"
"5quhaxf6",15,6,"mistrust"
"5quhaxf6",16,4,"credulity"
"kn2g5rkf",1,4,"trust"
"kn2g5rkf",2,4,"trust"
"kn2g5rkf",3,5,"mistrust"
"kn2g5rkf",4,4,"mistrust"
"kn2g5rkf",5,5,"credulity"
"kn2g5rkf",6,4,"credulity"
"kn2g5rkf",7,6,"trust"
"kn2g5rkf",8,6,"trust"
"kn2g5rkf",9,5,"mistrust"
"kn2g5rkf",10,3,"catch"
"kn2g5rkf",11,4,"mistrust"
"kn2g5rkf",12,4,"credulity"
"kn2g5rkf",13,1,"credulity"
"kn2g5rkf",14,4,"trust"
"kn2g5rkf",15,2,"mistrust"
"kn2g5rkf",16,6,"credulity"
"w265f7l0",1,4,"trust"
"w265f7l0",2,4,"trust"
"w265f7l0",3,0,"mistrust"
"w265f7l0",4,4,"mistrust"
"w265f7l0",5,0,"credulity"
"w265f7l0",6,0,"credulity"
"w265f7l0",7,3,"trust"
"w265f7l0",8,5,"trust"
"w265f7l0",9,2,"mistrust"
"w265f7l0",10,3,"catch"
"w265f7l0",11,4,"mistrust"
"w265f7l0",12,1,"credulity"
"w265f7l0",13,0,"credulity"
"w265f7l0",14,5,"trust"
"w265f7l0",15,3,"mistrust"
"w265f7l0",16,4,"credulity"
"vsjrkguh",1,4,"trust"
"vsjrkguh",2,2,"trust"
"vsjrkguh",3,5,"mistrust"
"vsjrkguh",4,4,"mistrust"
"vsjrkguh",5,0,"credulity"
"vsjrkguh",6,0,"credulity"
"vsjrkguh",7,4,"trust"
"vsjrkguh",8,4,"trust"
"vsjrkguh",9,4,"mistrust"
"vsjrkguh",10,3,"catch"
"vsjrkguh",11,3,"mistrust"
"vsjrkguh",12,4,"credulity"
"vsjrkguh",13,0,"credulity"
"vsjrkguh",14,3,"trust"
"vsjrkguh",15,3,"mistrust"
"vsjrkguh",16,4,"credulity"
"7dpjpup9",1,6,"trust"
"7dpjpup9",2,5,"trust"
"7dpjpup9",3,1,"mistrust"
"7dpjpup9",4,1,"mistrust"
"7dpjpup9",5,0,"credulity"
"7dpjpup9",6,0,"credulity"
"7dpjpup9",7,5,"trust"
"7dpjpup9",8,5,"trust"
"7dpjpup9",9,6,"mistrust"
"7dpjpup9",10,3,"catch"
"7dpjpup9",11,5,"mistrust"
"7dpjpup9",12,1,"credulity"
"7dpjpup9",13,0,"credulity"
"7dpjpup9",14,5,"trust"
"7dpjpup9",15,1,"mistrust"
"7dpjpup9",16,1,"credulity"
"bcr6uhje",1,5,"trust"
"bcr6uhje",2,5,"trust"
"bcr6uhje",3,4,"mistrust"
"bcr6uhje",4,5,"mistrust"
"bcr6uhje",5,5,"credulity"
"bcr6uhje",6,4,"credulity"
"bcr6uhje",7,5,"trust"
"bcr6uhje",8,4,"trust"
"bcr6uhje",9,5,"mistrust"
"bcr6uhje",10,3,"catch"
"bcr6uhje",11,5,"mistrust"
"bcr6uhje",12,5,"credulity"
"bcr6uhje",13,5,"credulity"
"bcr6uhje",14,4,"trust"
"bcr6uhje",15,5,"mistrust"
"bcr6uhje",16,3,"credulity"
"cl57jv9e",1,2,"trust"
"cl57jv9e",2,4,"trust"
"cl57jv9e",3,4,"mistrust"
"cl57jv9e",4,4,"mistrust"
"cl57jv9e",5,2,"credulity"
"cl57jv9e",6,2,"credulity"
"cl57jv9e",7,4,"trust"
"cl57jv9e",8,5,"trust"
"cl57jv9e",9,3,"mistrust"
"cl57jv9e",10,3,"catch"
"cl57jv9e",11,2,"mistrust"
"cl57jv9e",12,4,"credulity"
"cl57jv9e",13,2,"credulity"
"cl57jv9e",14,3,"trust"
"cl57jv9e",15,3,"mistrust"
"cl57jv9e",16,5,"credulity"
"uxynf790",1,2,"trust"
"uxynf790",2,5,"trust"
"uxynf790",3,4,"mistrust"
"uxynf790",4,3,"mistrust"
"uxynf790",5,1,"credulity"
"uxynf790",6,0,"credulity"
"uxynf790",7,5,"trust"
"uxynf790",8,5,"trust"
"uxynf790",9,1,"mistrust"
"uxynf790",10,3,"catch"
"uxynf790",11,2,"mistrust"
"uxynf790",12,0,"credulity"
"uxynf790",13,0,"credulity"
"uxynf790",14,0,"trust"
"uxynf790",15,3,"mistrust"
"uxynf790",16,1,"credulity"
"3dauepxj",1,6,"trust"
"3dauepxj",2,6,"trust"
"3dauepxj",3,6,"mistrust"
"3dauepxj",4,0,"mistrust"
"3dauepxj",5,2,"credulity"
"3dauepxj",6,5,"credulity"
"3dauepxj",7,6,"trust"
"3dauepxj",8,6,"trust"
"3dauepxj",9,0,"mistrust"
"3dauepxj",10,3,"catch"
"3dauepxj",11,1,"mistrust"
"3dauepxj",12,2,"credulity"
"3dauepxj",13,1,"credulity"
"3dauepxj",14,5,"trust"
"3dauepxj",15,5,"mistrust"
"3dauepxj",16,5,"credulity"
"gafhb394",1,4,"trust"
"gafhb394",2,5,"trust"
"gafhb394",3,5,"mistrust"
"gafhb394",4,4,"mistrust"
"gafhb394",5,4,"credulity"
"gafhb394",6,4,"credulity"
"gafhb394",7,5,"trust"
"gafhb394",8,5,"trust"
"gafhb394",9,4,"mistrust"
"gafhb394",10,3,"catch"
"gafhb394",11,2,"mistrust"
"gafhb394",12,3,"credulity"
"gafhb394",13,4,"credulity"
"gafhb394",14,4,"trust"
"gafhb394",15,4,"mistrust"
"gafhb394",16,4,"credulity"
"jyhmjbk4",1,4,"trust"
"jyhmjbk4",2,5,"trust"
"jyhmjbk4",3,2,"mistrust"
"jyhmjbk4",4,0,"mistrust"
"jyhmjbk4",5,2,"credulity"
"jyhmjbk4",6,1,"credulity"
"jyhmjbk4",7,5,"trust"
"jyhmjbk4",8,6,"trust"
"jyhmjbk4",9,3,"mistrust"
"jyhmjbk4",10,3,"catch"
"jyhmjbk4",11,5,"mistrust"
"jyhmjbk4",12,2,"credulity"
"jyhmjbk4",13,1,"credulity"
"jyhmjbk4",14,4,"trust"
"jyhmjbk4",15,2,"mistrust"
"jyhmjbk4",16,1,"credulity"
"ksk55upb",1,3,"trust"
"ksk55upb",2,3,"trust"
"ksk55upb",3,3,"mistrust"
"ksk55upb",4,6,"mistrust"
"ksk55upb",5,3,"credulity"
"ksk55upb",6,4,"credulity"
"ksk55upb",7,3,"trust"
"ksk55upb",8,3,"trust"
"ksk55upb",9,4,"mistrust"
"ksk55upb",10,3,"catch"
"ksk55upb",11,4,"mistrust"
"ksk55upb",12,4,"credulity"
"ksk55upb",13,4,"credulity"
"ksk55upb",14,4,"trust"
"ksk55upb",15,3,"mistrust"
"ksk55upb",16,3,"credulity"
"oc1b521j",1,3,"trust"
"oc1b521j",2,4,"trust"
"oc1b521j",3,5,"mistrust"
"oc1b521j",4,5,"mistrust"
"oc1b521j",5,0,"credulity"
"oc1b521j",6,0,"credulity"
"oc1b521j",7,3,"trust"
"oc1b521j",8,4,"trust"
"oc1b521j",9,6,"mistrust"
"oc1b521j",10,3,"catch"
"oc1b521j",11,4,"mistrust"
"oc1b521j",12,4,"credulity"
"oc1b521j",13,1,"credulity"
"oc1b521j",14,4,"trust"
"oc1b521j",15,3,"mistrust"
"oc1b521j",16,6,"credulity"
"tjdwytgr",1,5,"trust"
"tjdwytgr",2,4,"trust"
"tjdwytgr",3,3,"mistrust"
"tjdwytgr",4,2,"mistrust"
"tjdwytgr",5,1,"credulity"
"tjdwytgr",6,1,"credulity"
"tjdwytgr",7,4,"trust"
"tjdwytgr",8,4,"trust"
"tjdwytgr",9,4,"mistrust"
"tjdwytgr",10,3,"catch"
"tjdwytgr",11,2,"mistrust"
"tjdwytgr",12,2,"credulity"
"tjdwytgr",13,1,"credulity"
"tjdwytgr",14,1,"trust"
"tjdwytgr",15,3,"mistrust"
"tjdwytgr",16,1,"credulity"
"uunanwps",1,3,"trust"
"uunanwps",2,4,"trust"
"uunanwps",3,3,"mistrust"
"uunanwps",4,4,"mistrust"
"uunanwps",5,1,"credulity"
"uunanwps",6,3,"credulity"
"uunanwps",7,4,"trust"
"uunanwps",8,6,"trust"
"uunanwps",9,3,"mistrust"
"uunanwps",10,3,"catch"
"uunanwps",11,1,"mistrust"
"uunanwps",12,2,"credulity"
"uunanwps",13,3,"credulity"
"uunanwps",14,5,"trust"
"uunanwps",15,3,"mistrust"
"uunanwps",16,3,"credulity"
"xd8yunpf",1,5,"trust"
"xd8yunpf",2,6,"trust"
"xd8yunpf",3,5,"mistrust"
"xd8yunpf",4,2,"mistrust"
"xd8yunpf",5,1,"credulity"
"xd8yunpf",6,2,"credulity"
"xd8yunpf",7,4,"trust"
"xd8yunpf",8,4,"trust"
"xd8yunpf",9,3,"mistrust"
"xd8yunpf",10,3,"catch"
"xd8yunpf",11,2,"mistrust"
"xd8yunpf",12,2,"credulity"
"xd8yunpf",13,1,"credulity"
"xd8yunpf",14,4,"trust"
"xd8yunpf",15,2,"mistrust"
"xd8yunpf",16,3,"credulity"
"x9xdhwht",1,3,"trust"
"x9xdhwht",2,5,"trust"
"x9xdhwht",3,2,"mistrust"
"x9xdhwht",4,2,"mistrust"
"x9xdhwht",5,1,"credulity"
"x9xdhwht",6,1,"credulity"
"x9xdhwht",7,5,"trust"
"x9xdhwht",8,5,"trust"
"x9xdhwht",9,3,"mistrust"
"x9xdhwht",10,3,"catch"
"x9xdhwht",11,2,"mistrust"
"x9xdhwht",12,1,"credulity"
"x9xdhwht",13,1,"credulity"
"x9xdhwht",14,5,"trust"
"x9xdhwht",15,2,"mistrust"
"x9xdhwht",16,3,"credulity"
"srrkob22",1,5,"trust"
"srrkob22",2,4,"trust"
"srrkob22",3,5,"mistrust"
"srrkob22",4,4,"mistrust"
"srrkob22",5,4,"credulity"
"srrkob22",6,3,"credulity"
"srrkob22",7,4,"trust"
"srrkob22",8,3,"trust"
"srrkob22",9,4,"mistrust"
"srrkob22",10,4,"catch"
"srrkob22",11,3,"mistrust"
"srrkob22",12,4,"credulity"
"srrkob22",13,2,"credulity"
"srrkob22",14,2,"trust"
"srrkob22",15,4,"mistrust"
"srrkob22",16,3,"credulity"
"j29eevlm",1,5,"trust"
"j29eevlm",2,6,"trust"
"j29eevlm",3,4,"mistrust"
"j29eevlm",4,2,"mistrust"
"j29eevlm",5,0,"credulity"
"j29eevlm",6,0,"credulity"
"j29eevlm",7,5,"trust"
"j29eevlm",8,5,"trust"
"j29eevlm",9,4,"mistrust"
"j29eevlm",10,3,"catch"
"j29eevlm",11,5,"mistrust"
"j29eevlm",12,3,"credulity"
"j29eevlm",13,1,"credulity"
"j29eevlm",14,4,"trust"
"j29eevlm",15,2,"mistrust"
"j29eevlm",16,5,"credulity"
"9ojumkqm",1,1,"trust"
"9ojumkqm",2,4,"trust"
"9ojumkqm",3,5,"mistrust"
"9ojumkqm",4,5,"mistrust"
"9ojumkqm",5,1,"credulity"
"9ojumkqm",6,1,"credulity"
"9ojumkqm",7,5,"trust"
"9ojumkqm",8,5,"trust"
"9ojumkqm",9,4,"mistrust"
"9ojumkqm",10,3,"catch"
"9ojumkqm",11,5,"mistrust"
"9ojumkqm",12,4,"credulity"
"9ojumkqm",13,1,"credulity"
"9ojumkqm",14,2,"trust"
"9ojumkqm",15,3,"mistrust"
"9ojumkqm",16,5,"credulity"
"a050vw1d",1,1,"trust"
"a050vw1d",2,5,"trust"
"a050vw1d",3,6,"mistrust"
"a050vw1d",4,2,"mistrust"
"a050vw1d",5,0,"credulity"
"a050vw1d",6,1,"credulity"
"a050vw1d",7,5,"trust"
"a050vw1d",8,6,"trust"
"a050vw1d",9,1,"mistrust"
"a050vw1d",10,3,"catch"
"a050vw1d",11,1,"mistrust"
"a050vw1d",12,1,"credulity"
"a050vw1d",13,0,"credulity"
"a050vw1d",14,1,"trust"
"a050vw1d",15,2,"mistrust"
"a050vw1d",16,1,"credulity"
"jtav0xzz",1,6,"trust"
"jtav0xzz",2,6,"trust"
"jtav0xzz",3,2,"mistrust"
"jtav0xzz",4,1,"mistrust"
"jtav0xzz",5,0,"credulity"
"jtav0xzz",6,1,"credulity"
"jtav0xzz",7,6,"trust"
"jtav0xzz",8,6,"trust"
"jtav0xzz",9,1,"mistrust"
"jtav0xzz",10,3,"catch"
"jtav0xzz",11,5,"mistrust"
"jtav0xzz",12,1,"credulity"
"jtav0xzz",13,0,"credulity"
"jtav0xzz",14,6,"trust"
"jtav0xzz",15,0,"mistrust"
"jtav0xzz",16,1,"credulity"
"wcokcebn",1,2,"trust"
"wcokcebn",2,5,"trust"
"wcokcebn",3,5,"mistrust"
"wcokcebn",4,4,"mistrust"
"wcokcebn",5,2,"credulity"
"wcokcebn",6,2,"credulity"
"wcokcebn",7,4,"trust"
"wcokcebn",8,4,"trust"
"wcokcebn",9,3,"mistrust"
"wcokcebn",10,3,"catch"
"wcokcebn",11,4,"mistrust"
"wcokcebn",12,3,"credulity"
"wcokcebn",13,2,"credulity"
"wcokcebn",14,4,"trust"
"wcokcebn",15,2,"mistrust"
"wcokcebn",16,4,"credulity"
"xfoklckh",1,5,"trust"
"xfoklckh",2,5,"trust"
"xfoklckh",3,4,"mistrust"
"xfoklckh",4,5,"mistrust"
"xfoklckh",5,5,"credulity"
"xfoklckh",6,4,"credulity"
"xfoklckh",7,4,"trust"
"xfoklckh",8,5,"trust"
"xfoklckh",9,5,"mistrust"
"xfoklckh",10,5,"catch"
"xfoklckh",11,4,"mistrust"
"xfoklckh",12,2,"credulity"
"xfoklckh",13,2,"credulity"
"xfoklckh",14,2,"trust"
"xfoklckh",15,1,"mistrust"
"xfoklckh",16,3,"credulity"
"c2zkc0ed",1,4,"trust"
"c2zkc0ed",2,5,"trust"
"c2zkc0ed",3,5,"mistrust"
"c2zkc0ed",4,4,"mistrust"
"c2zkc0ed",5,2,"credulity"
"c2zkc0ed",6,1,"credulity"
"c2zkc0ed",7,5,"trust"
"c2zkc0ed",8,5,"trust"
"c2zkc0ed",9,4,"mistrust"
"c2zkc0ed",10,3,"catch"
"c2zkc0ed",11,3,"mistrust"
"c2zkc0ed",12,4,"credulity"
"c2zkc0ed",13,2,"credulity"
"c2zkc0ed",14,4,"trust"
"c2zkc0ed",15,2,"mistrust"
"c2zkc0ed",16,3,"credulity"
"glymautl",1,1,"trust"
"glymautl",2,4,"trust"
"glymautl",3,6,"mistrust"
"glymautl",4,3,"mistrust"
"glymautl",5,1,"credulity"
"glymautl",6,1,"credulity"
"glymautl",7,3,"trust"
"glymautl",8,4,"trust"
"glymautl",9,3,"mistrust"
"glymautl",10,3,"catch"
"glymautl",11,4,"mistrust"
"glymautl",12,1,"credulity"
"glymautl",13,1,"credulity"
"glymautl",14,1,"trust"
"glymautl",15,3,"mistrust"
